epoch,pesq_epoch,pesq_imp_epoch,pesq_imp_step,pesq_step,si_sdr_epoch,si_sdr_imp_epoch,si_sdr_imp_step,si_sdr_step,step,stoi_epoch,stoi_imp_epoch,stoi_imp_step,stoi_step,train_loss_epoch,train_loss_step
0,,,,,,,,,49,,,,,,0.1386641263961792
,,,-0.16252194344997406,1.391587257385254,,,-8.064370155334473,-0.25526320934295654,0,,,-0.043243493884801865,0.8159546852111816,,
,,,-0.19865122437477112,1.6325827836990356,,,-8.078682899475098,-0.3932614326477051,1,,,-0.0738903284072876,0.9138278961181641,,
,,,-0.02493201196193695,1.4004545211791992,,,-7.71953010559082,-0.18479040265083313,2,,,-0.06536000967025757,0.8541561365127563,,
,,,0.06548428535461426,1.2793048620224,,,-7.054864406585693,0.6496285796165466,3,,,-0.039660874754190445,0.8511226773262024,,
,,,0.02865411341190338,1.3393003940582275,,,-6.71066951751709,0.2516211271286011,4,,,-0.0584341362118721,0.8523919582366943,,
,,,-0.01278752088546753,1.515032172203064,,,-10.449491500854492,-0.599366307258606,5,,,-0.06244488060474396,0.8766040802001953,,
,,,0.04726245999336243,1.3682774305343628,,,-7.34385347366333,0.18176104128360748,6,,,-0.037872496992349625,0.8482961058616638,,
,,,-0.01505368947982788,1.4052718877792358,,,-6.421174049377441,0.35520869493484497,7,,,-0.045451972633600235,0.886347770690918,,
,,,-0.011475130915641785,1.4403767585754395,,,-8.5630521774292,-0.1598358154296875,8,,,-0.054496314376592636,0.853817880153656,,
0,1.4191319942474365,-0.031557850539684296,,,-0.01714419014751911,-7.822854042053223,,,50,0.861391007900238,-0.053428277373313904,,,,
0,,,,,,,,,50,,,,,0.15694580972194672,
1,,,,,,,,,99,,,,,,0.11983273178339005
,,,-0.11907030642032623,1.459417700767517,,,-3.5439505577087402,3.6220386028289795,9,,,-0.01744098961353302,0.8514207005500793,,
,,,0.22922146320343018,1.9313222169876099,,,-3.2031173706054688,4.83778190612793,10,,,-0.037365395575761795,0.950619637966156,,
