epoch,pesq_epoch,pesq_imp_epoch,pesq_imp_step,pesq_step,si_sdr_epoch,si_sdr_imp_epoch,si_sdr_imp_step,si_sdr_step,step,stoi_epoch,stoi_imp_epoch,stoi_imp_step,stoi_step,train_loss_epoch
,,,-0.19091607630252838,1.607668161392212,,,-3.2289297580718994,3.963951349258423,0,,,-0.006426949054002762,0.900191605091095,
0,1.6076682806015015,-0.19091607630252838,,,3.963951349258423,-3.2289297580718994,,,2,0.900191605091095,-0.006426949054002762,,,
0,,,,,,,,,2,,,,,0.1772097945213318
