epoch,step,train_loss_step
0,49,0.17324896156787872
0,99,0.11461558192968369
0,149,0.10914037376642227
0,199,0.1503494828939438
0,249,0.17780181765556335
0,299,0.10845546424388885
0,349,0.14637288451194763
0,399,0.12981538474559784
0,449,0.11454406380653381
