epoch,step,train_loss_step
0,49,0.15828342735767365
0,99,0.12901727855205536
0,149,0.11793635785579681
0,199,0.1277381330728531
0,249,0.1396842896938324
0,299,0.1586594581604004
0,349,0.14554738998413086
0,399,0.11340058594942093
0,449,0.14014184474945068
0,499,0.09844504296779633
0,549,0.14134496450424194
0,599,0.12286322563886642
0,649,0.15117307007312775
