epoch,pesq_epoch,pesq_imp_epoch,pesq_imp_step,pesq_step,si_sdr_epoch,si_sdr_imp_epoch,si_sdr_imp_step,si_sdr_step,step,stoi_epoch,stoi_imp_epoch,stoi_imp_step,stoi_step,train_loss_epoch,train_loss_step
,,,0.06554850935935974,1.2826197147369385,,,-13.890007019042969,-6.376186847686768,0,,,-0.03238709270954132,0.8152302503585815,,
,,,-0.245554119348526,1.6190152168273926,,,-12.682995796203613,-5.775881767272949,1,,,-0.02742375247180462,0.8501553535461426,,
,,,-0.3544958531856537,1.6959025859832764,,,-11.832383155822754,-3.917414426803589,2,,,-0.042450759559869766,0.9519582986831665,,
,,,-0.26426026225090027,1.2321056127548218,,,-12.96825885772705,-4.736227035522461,3,,,-0.041020479053258896,0.9429898858070374,,
0,1.4574108123779297,-0.19969043135643005,,,-5.201427459716797,-12.84341049194336,,,12,0.8900834321975708,-0.03582052141427994,,,,
0,,,,,,,,,12,,,,,0.27685999870300293,
,,,-0.07186427712440491,1.1819911003112793,,,-15.139758110046387,-7.9625630378723145,4,,,-0.0371459424495697,0.7991214394569397,,
,,,-0.5329475998878479,1.3564509153366089,,,-15.30738353729248,-8.95797061920166,5,,,-0.033188994973897934,0.8451637625694275,,
,,,-0.4353097677230835,1.7970690727233887,,,-16.071474075317383,-8.437236785888672,6,,,-0.04956990107893944,0.9430053234100342,,
,,,-0.2289012372493744,1.3136783838272095,,,-15.445056915283203,-6.7603912353515625,7,,,-0.048064522445201874,0.9384607076644897,,
1,1.4122973680496216,-0.31725573539733887,,,-8.029541015625,-15.490918159484863,,,25,0.8814377784729004,-0.041992343962192535,,,,
1,,,,,,,,,25,,,,,0.17152033746242523,
,,,-0.09618005156517029,1.157025694847107,,,-20.584197998046875,-13.00120735168457,8,,,-0.03857267275452614,0.8008623719215393,,
,,,-0.5184440612792969,1.3814890384674072,,,-20.080810546875,-12.347414016723633,9,,,-0.04358118772506714,0.8592174053192139,,
,,,-0.6599030494689941,1.6225652694702148,,,-18.448883056640625,-10.953596115112305,10,,,-0.05702133849263191,0.9306052327156067,,
,,,-0.07311347126960754,1.283334493637085,,,-17.71224021911621,-9.330802917480469,11,,,-0.04741186648607254,0.9349496960639954,,
2,1.3611035346984863,-0.3369101583957672,,,-11.408254623413086,-19.206533432006836,,,38,0.8814086318016052,-0.04664676636457443,,,,
2,,,,,,,,,38,,,,,0.15330758690834045,
3,,,,,,,,,49,,,,,,0.1559595763683319
,,,-0.08438986539840698,1.1308135986328125,,,-18.656394958496094,-11.955875396728516,12,,,-0.037334855645895004,0.7816972136497498,,
,,,-0.5003801584243774,1.3884179592132568,,,-20.770978927612305,-13.17668628692627,13,,,-0.041603390127420425,0.8353850841522217,,
,,,-0.5114048719406128,1.7402074337005615,,,-18.407007217407227,-11.556605339050293,14,,,-0.05092381313443184,0.9344080090522766,,
,,,-0.17655357718467712,1.342097282409668,,,-18.795427322387695,-10.716322898864746,15,,,-0.05290895700454712,0.9338679313659668,,
3,1.4003840684890747,-0.3181821405887604,,,-11.851372718811035,-19.157451629638672,,,51,0.8713395595550537,-0.04569275304675102,,,,
3,,,,,,,,,51,,,,,0.14459465444087982,
,,,-0.04103079438209534,1.166203498840332,,,-19.339839935302734,-11.676527976989746,16,,,-0.0260926503688097,0.837386965751648,,
,,,-0.5154343247413635,1.3790757656097412,,,-21.223121643066406,-13.660651206970215,17,,,-0.02952675148844719,0.8663514852523804,,
,,,-0.5536381602287292,1.693901538848877,,,-20.12537384033203,-12.454023361206055,18,,,-0.044811803847551346,0.9437695741653442,,
,,,-0.08660420775413513,1.3645596504211426,,,-19.344690322875977,-10.609429359436035,19,,,-0.03835919871926308,0.9448038935661316,,
4,1.4009350538253784,-0.2991769015789032,,,-12.100157737731934,-20.008256912231445,,,64,0.8980780243873596,-0.034697599709033966,,,,
4,,,,,,,,,64,,,,,0.1414230614900589,
,,,-0.07092326879501343,1.1768778562545776,,,-22.710494995117188,-15.380332946777344,20,,,-0.02247569151222706,0.8196128606796265,,
,,,-0.44656091928482056,1.418837547302246,,,-25.572946548461914,-18.27021026611328,21,,,-0.02391206845641136,0.847016453742981,,
,,,-0.11547550559043884,1.9304803609848022,,,-22.773515701293945,-15.519061088562012,22,,,-0.036183565855026245,0.9557978510856628,,
,,,0.006554692983627319,1.4110584259033203,,,-22.61353874206543,-13.743278503417969,23,,,-0.031249506399035454,0.9555527567863464,,
5,1.4843136072158813,-0.15660125017166138,,,-15.72822093963623,-23.41762351989746,,,77,0.8944950103759766,-0.028455208986997604,,,,
