epoch,si_sdr_epoch,si_sdr_imp_epoch,si_sdr_imp_step,si_sdr_step,step,stoi_epoch,stoi_imp_epoch,stoi_imp_step,stoi_step,train_loss_epoch,train_loss_step
,,,-29.249637603759766,-19.41519546508789,0,,,-0.01801331155002117,0.8239765763282776,,
0,-19.41519546508789,-29.249637603759766,,,3,0.8239765763282776,-0.01801331155002117,,,,
0,,,,,3,,,,,0.12487813830375671,
,,,-27.599796295166016,-18.253406524658203,1,,,-0.02070859633386135,0.8036937713623047,,
1,-18.253406524658203,-27.599796295166016,,,7,0.8036937713623047,-0.02070859633386135,,,,
1,,,,,7,,,,,0.15001250803470612,
,,,-29.626577377319336,-19.55870819091797,2,,,-0.05246233940124512,0.8024013042449951,,
2,-19.55870819091797,-29.626577377319336,,,11,0.8024013042449951,-0.05246233940124512,,,,
2,,,,,11,,,,,0.12146363407373428,
,,,-29.049755096435547,-19.29570198059082,3,,,-0.0627601146697998,0.7845124006271362,,
3,-19.29570198059082,-29.049755096435547,,,15,0.7845124006271362,-0.0627601146697998,,,,
3,,,,,15,,,,,0.14968664944171906,
,,,-23.268556594848633,-12.912335395812988,4,,,-0.07026344537734985,0.7847490310668945,,
4,-12.912335395812988,-23.268556594848633,,,19,0.7847490310668945,-0.07026344537734985,,,,
4,,,,,19,,,,,0.12913429737091064,
,,,-18.258655548095703,-7.8749847412109375,5,,,-0.07282630354166031,0.7916179299354553,,
5,-7.8749847412109375,-18.258655548095703,,,23,0.7916179299354553,-0.07282630354166031,,,,
5,,,,,23,,,,,0.12700480222702026,
,,,-13.195833206176758,-4.293727397918701,6,,,-0.050179872661828995,0.7512956261634827,,
6,-4.293727397918701,-13.195833206176758,,,27,0.7512956261634827,-0.050179872661828995,,,,
6,,,,,27,,,,,0.10787509381771088,
,,,-12.254756927490234,-2.5074291229248047,7,,,-0.0570770800113678,0.7952742576599121,,
7,-2.5074291229248047,-12.254756927490234,,,31,0.7952742576599121,-0.0570770800113678,,,,
7,,,,,31,,,,,0.10503114014863968,
,,,-12.094589233398438,-2.214709758758545,8,,,-0.0590168796479702,0.7933263778686523,,
8,-2.214709758758545,-12.094589233398438,,,35,0.7933263778686523,-0.0590168796479702,,,,
8,,,,,35,,,,,0.11676321923732758,
,,,-11.246293067932129,-1.4164295196533203,9,,,-0.0566934272646904,0.8074429631233215,,
9,-1.4164295196533203,-11.246293067932129,,,39,0.8074429631233215,-0.0566934272646904,,,,
9,,,,,39,,,,,0.12416177988052368,
,,,-11.750995635986328,-1.8937242031097412,10,,,-0.04585215076804161,0.8064482808113098,,
10,-1.8937242031097412,-11.750995635986328,,,43,0.8064482808113098,-0.04585215076804161,,,,
10,,,,,43,,,,,0.1336328089237213,
,,,-10.260972023010254,-0.5125049352645874,11,,,-0.03484661132097244,0.8049207329750061,,
11,-0.5125049352645874,-10.260972023010254,,,47,0.8049207329750061,-0.03484661132097244,,,,
11,,,,,47,,,,,0.12448130548000336,
12,,,,,49,,,,,,0.08612505346536636
,,,-9.361042022705078,0.2396409958600998,12,,,-0.04408072307705879,0.7878391742706299,,
12,0.2396409958600998,-9.361042022705078,,,51,0.7878391742706299,-0.04408072307705879,,,,
12,,,,,51,,,,,0.12510022521018982,
,,,-9.470434188842773,0.6000943779945374,13,,,-0.044442929327487946,0.8148960471153259,,
13,0.6000943779945374,-9.470434188842773,,,55,0.8148960471153259,-0.044442929327487946,,,,
13,,,,,55,,,,,0.12312838435173035,
,,,-8.220104217529297,1.3761658668518066,14,,,-0.02101229503750801,0.833975613117218,,
14,1.3761658668518066,-8.220104217529297,,,59,0.833975613117218,-0.02101229503750801,,,,
14,,,,,59,,,,,0.11051840335130692,
,,,-9.154107093811035,0.7267105579376221,15,,,-0.03841521218419075,0.8115984201431274,,
15,0.7267105579376221,-9.154107093811035,,,63,0.8115984201431274,-0.03841521218419075,,,,
15,,,,,63,,,,,0.1113293468952179,
,,,-10.255348205566406,-0.325602263212204,16,,,-0.041706353425979614,0.8145726323127747,,
16,-0.325602263212204,-10.255348205566406,,,67,0.8145726323127747,-0.041706353425979614,,,,
16,,,,,67,,,,,0.10531079024076462,
,,,-8.82976245880127,0.28922203183174133,17,,,-0.03791411221027374,0.777901291847229,,
17,0.28922203183174133,-8.82976245880127,,,71,0.777901291847229,-0.03791411221027374,,,,
17,,,,,71,,,,,0.09901556372642517,
,,,-8.855692863464355,1.0220640897750854,18,,,-0.026402076706290245,0.8356099128723145,,
18,1.0220640897750854,-8.855692863464355,,,75,0.8356099128723145,-0.026402076706290245,,,,
18,,,,,75,,,,,0.12212642282247543,
,,,-6.457874298095703,2.0882866382598877,19,,,-0.006792193744331598,0.7826555967330933,,
19,2.0882866382598877,-6.457874298095703,,,79,0.7826555967330933,-0.006792193744331598,,,,
19,,,,,79,,,,,0.11149949580430984,
